code_number,explanation,system_action,operator_response,system_programmer_response,user_response
00F30069,"The exit environment is incorrect. Either the exit environment was freed
after connection processing or an error occurred acquiring storage for a CCB
or during connection processing.
","The sign-on request is not processed.
",,"If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","Collect the following diagnostic items, described in SVC dump (or system dump), taken to SYS1.DUMPxx
data set, as result of an operator-initiated dump command or SLIP
trap exit.
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
All dumps taken by the attachment facility or
requesting application.


"
00F30070," Functional recovery for the connection or sign-on
processing could not be established. The executing module could not
establish its ESTAE. This can occur if the current address space has
insufficient storage. This may lead to an abnormal termination of
the Db2 subsystem.
"," The connection or sign-on request is not processed.
The caller is abended with code X'04E' and this reason code.
"," Notify the system programmer and restart Db2 if necessary.
","  Examine the usage and free areas
in the LSQA portion of the current address space private area. If
necessary, have the size of the private areas expanded.
"," The caller should produce a SYS1.LOGREC
entry and an SVC dump, so that the system programmer can examine the
LSQA area.
Collect the following diagnostic items, described
in Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30071,"A logic error has occurred. An Authorization Service request has been made
that references the same CCB as a currently processing request. These requests
must be serialized.
","The connection or sign-on request is not processed.
",,"If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","Authorization service requests must be serialized. Once an authorization
service request is made referencing a given CCB, no subsequent authorization
service requests can be made referencing the same CCB until the first request
completes.
Collect the following diagnostic items, described in Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
All dumps taken by the attachment facility or
requesting application.


"
00F30072," The requester's authorization ID or password
could not be verified. This condition may indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG output
for RACF messages issued when
a request is denied. Refer the user to your security administrator
if the user should be granted access to a Db2 subsystem. If this error occurred during
a remote connection request, examine the communications database to
determine the security controls in effect for a remote connection
request. 
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
the authorization ID or password could not be verified, the connection
request is terminated with this reason code.
"
00F30073,"The parameter flag settings on the Authorization Service request contradict
each other. One flag is set to request the build of the exit environment.
The other flag is set to request the release of the exit environment. These
flags are mutually exclusive.
","The connection request is not processed. The caller is abended with code X'04E' and this reason code.
",,"If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","Only one of these flags can be set on when requesting connection processing.
Collect the following diagnostic items, described in Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
All dumps taken by the attachment facility or
requesting application.


"
00F30074," There is a problem in the execution environment. Connection
or sign-on was requested from an SRB-mode execution unit, but the authorization
services service task that would normally be switched to does not exist.
"," The connection or sign-on request is not processed.
",," If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data. for
failure analysis procedures.
"," Determine why the authorization services service
task was not created.
Collect the following diagnostic items, described
in SVC dump (or system dump), taken to SYS1.DUMPxx
data set, as result of an operator-initiated dump command or SLIP
trap exit.
SYSABEND, SYSUDUMP, or SYSMDUMP output.
All dumps taken by the attachment facility or
requesting application.


"
00F30075,"RACROUTE returned an error when a request was made to RACROUTE to free
an ACEE.
","The connection or sign-on request is not processed.
",,"If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","Collect the following diagnostic items, described in Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
SVC dump (or system dump), taken to SYS1.DUMPxx
data set, as result of an operator-initiated dump command or SLIP
trap exit.
All dumps taken by the attachment facility or
requesting application.


"
00F30076,"An error occurred while attempting to obtain a CCB.
","The allied user is abended with code X'04E ' and this reason code.
","Notify the system programmer.
","An SVC dump, associated SYS1.LOGREC entries, and SYSLOG should be available.
If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
","General purpose register 2 contains a reason code from authorization services
that indicates the cause of the failure.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30077," A plan or package could not be executed for one
of these reasons:  It is disabled in the environment in which you attempted to run.
The attach library that you are using is from a previous release
of Db2 that
does not support the ENABLE and DISABLE options of the bind operation.


"," The plan or package is not executed.
",," One of the following actions:  Rebind the plan or package to enable it to execute in the present
environment.
Check the SYSPLSYSTEM or SYSPKSYSTEM catalog table to find an
environment in which the plan or package can be executed.
Correct the attach library.


",
00F30078,"An abend occurred during an attempt to access the caller-provided connecting
system type code while executing in the PSW key of the caller. This is probably
the result of a logic error in the requesting program.
","The request is not processed.
",,,"This reason code is placed in register 15 during any access to caller-provided
information. When any abend occurs this register indicates which parameter
caused the error.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 

. 
"
00F30080,"CSECT DSNAPRHX was unable to cancel its ESTAE.
","The application program is abended with code X'04E' and this reason
code.
",,"See Problem Determination.
","A nonzero return code was received from the Cancel ESTAE operation. The
return code has been placed into Register 2. Refer to MVS/ESA Programming: Assembler
Services Reference for
the meaning of the return code.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
SYSABEND, SYSUDUMP, or SYSMDUMP output.
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30081,"An abend occurred during an attempt to access the caller-provided accounting
token field while executing in the key of the caller. This is probably the
result of a logic error in the requesting program.
","The SIGNON request is not processed.
",,,"The reason code is placed in register 15 prior to any access to caller-provided
information.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30082,"This reason code is returned when the automatic bind for plan
is disabled.
The automatic bind is disabled through the installation process.
","The plan is not automatically bound.
",,"Rebind the plan prior to execution.
",
00F30083," This reason code is returned because an allied
application, or its recovery routine, attempted to issue an SQL request
following an abend that could not be retried (that is, CANCEL, DETACH).
"," Control is returned to the calling program, either
the application program or its recovery routine, so that end-of-task
processing can take place.
",," This reason code is issued because
an allied application had an MVS CANCEL
or DETACH issued against it and its recovery routine either retried
back to the application, or did itself, try to execute another SQL
statement to Db2. This call
is rejected to help allow the application to be processed through
end-of-task processing.
"," If you believe that this error is not
the result of the above reason, then collect the following diagnostic
items: Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30085," The requester's password could not be verified.
This condition might indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG
output for RACF messages issued
when a request is denied. If this error occurred during a remote connection
request, examine the communications database to determine the security
controls in effect for a remote connection request. 
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
the password could not be verified, the connection request is terminated
with this reason code.
"
00F30086," The requester's password is expired. This condition
might indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG output
for RACF messages issued when
a request is denied. If this error occurred during a remote connection
request, examine the communications database to determine the security
controls in effect for a remote connection request.
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
the password expired, the connection request is terminated with this
reason code.
"
00F30087," The requester's authorization ID or password
could not be verified by the site's security exit routine. This condition
might indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG
output for RACF messages issued
when a request is denied. If this error occurred during a remote connection
request, examine the communications database to determine the security
controls in effect for a remote connection request.
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
that the site's security exit routine failed to verify the requester,
the connection request is terminated with this reason code.
"
00F30088," The requester's authorization ID was revoked.
This condition might indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG
output for RACF messages issued
when a request is denied. If this error occurred during a remote connection
request, examine the communications database to determine the security
controls in effect for a remote connection request.
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
that the requester's authorization ID was revoked, the connection
request is terminated with this reason code.
"
00F30089," The requester's authorization ID is not defined
to RACF. This condition might
indicate a security violation.
"," The connection request is not processed.
",," Examine the console/SYSLOG output
for RACF messages issued when
a request is denied. If this error occurred during a remote connection
request, examine the communications database to determine the security
controls in effect for a remote connection request. 
"," During remote connection processing,
Authorization Services invokes the RACROUTE service using the RACF RACINIT form to verify the
authorization ID and password, if supplied, associated with the requester.
If the RACF return code indicates
that the requester's authorization ID is not defined, the connection
request is terminated with this reason code.
"
00F30090," The application program issued an RRSAF SIGNON
or AUTH SIGNON function request, but the application either has OPEN
CURSORS or SPECIAL REGISTERS that are not in their initial state and
the reuse=INITIAL rule is in effect.
"," The SIGNON or AUTH SIGNON request is not processed.
",,,
00F30091," The application program issued an RRSAF IDENTIFY function request, but RRS/MVS is not available.
"," The IDENTIFY request is not processed.
",,,
00F30092,"The application program issued an RRSAF SIGNON or AUTH SIGNON function
request, but the application has issued an SQL request since the last invocation
of SRRCMIT or SRRBACK and therefore is not at a point of consistency.
","The SIGNON or AUTH SIGNON request is not processed.
",,,
00F30093," The application program issued an RRSAF TERMINATE
THREAD or TERMINATE IDENTIFY function request, but the application
has issued an SQL request since the last invocation of SRRCMIT or
SRRBACK and therefore is not at a point of consistency.
"," The function request is not processed.
",,,
00F30094," During remote connection processing, Authorization
Services invokes the RACROUTE service using the RACF RACINIT form to verify the authorization
ID and password associated with the requester, and changes the password
to a new password (if supplied). If the RACF return
code indicates that the requester's new password is invalid, the connection
request is terminated with this reason code.
"," The connection request is not processed.
",," Examine the console/SYSLOG output
for RACF messages issued when
the request was denied.
",
00F30095," An internal error was detected in either Db2 or OS/390 RRS.
"," The application is abended. This error may, in
many cases, eventually abend the Db2 subsystem.
"," Notify the system programmer.
"," This is probably either an error
in Db2 or in OS/390 RRS. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Db2 records
on the SYS1.LOGREC data set and requests an SVC dump. The error indicates
that there may be a problem with Db2 or
with OS/390 RRS.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30096," An internal error was detected in either Db2 or RRS Context Services.
"," The application is abended. This error can, in
many cases, eventually abend the Db2 subsystem.
"," Notify the system programmer.
"," This is probably either an error
in Db2 or in RRS. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Db2 records
on the SYS1.LOGREC data set and requests an SVC dump. The error indicates
that there can be a problem with Db2 or
with OS/390 RRS Context Services.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30097," The context_key supplied via the CONTEXT SIGNON
function of RRSAF is not associated with the current context.
"," CONTEXT SIGNON is not performed.
",,,
00F30098," The CONTEXT SIGNON function of RRSAF requires OS/390 R5 or later.
"," CONTEXT SIGNON is not performed.
",,,
00F30099," The data retrieved using the
context_key passed via the CONTEXT SIGNON function of RRSAF is a version
not supported by Db2.
"," CONTEXT SIGNON is not performed.
",,,
00F3009A," An attempt to was made to invoke the Db2 API for an agent that was currently performing
syncpoint processing. This could occur if an RRSAF attached application
invoked Db2 after another control
task had already initiated RRS syncpoint processing for the same Db2 agent.
After syncpoint
processing has been initiated on behalf of an agent that is connected
by RRSAF to Db2, the Db2 API may not be used to access Db2 until the syncpoint processing
completes.
"," The API request is rejected.
",,,
00F3009B," The RRSAF prepare exit was invoked for a Db2 agent that is currently executing
in Db2.
This could occur
if a control task initiated RRS syncpoint processing for a Db2 agent while an application task
was accessing Db2 data using
the same Db2 agent.
Once
a Db2 agent is active in Db2, another task may not initiate
RRS syncpoint processing for the same agent.
"," Db2 returns
ATRABACK to the prepare request. The Db2 agent
is abended with reason 00E50013.
",,," An entry recording this condition is
written in SYS1.LOGREC.
"
00F3009D," An abend occurred during an attempt to access
the caller-provided user ID while executing in the PSW key of the
caller. This is probably the result of a logic error in the requesting
program.
"," The SIGNON request is not processed.
",,," The reason code is placed in register
15 prior to any access to caller-provided information.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F3009E," An abend occurred during an attempt to access
the caller-provided application name while executing in the PSW key
of the caller.  This is probably the result of a logic error in the
requesting program.
"," The SIGNON request is not processed.
",,," The reason code is placed in register
15 prior to any access to caller-provided information.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F3009f," An abend occurred during an attempt to access
the caller-provided workstation name while executing in the PSW key
of the caller.  This is probably the result of a logic error in the
requesting program.
"," The SIGNON request is not processed.
",,," The reason code is placed in register
15 prior to any access to caller-provided information.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F300A0," An error occurred while processing the package
list parameter. The attachment facility provided this parameter on
a request to allocate a Db2 special
plan to the application. Either an abend occurred accessing the package
list or a package list entry is invalid.
"," The request is not processed.
",,," For the abend case, this reason code
is placed in register 15 to identify which parameter was not addressable.
The failure is probably the result of a logic error in the requesting
program.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 
All dumps taken by the attachment facility or
requesting application.


"
00F300A1,"The global transaction ID (XID) parameter that was provided on a SIGNON request is invalid for one of the following reasons:

An incorrect XID value was specified
The value was specified in an incorrect format
If an address of a global transaction ID was specified, the length values were not within the valid range


","The SIGNON request is not processed.
",,,
00F300A2," An IDENTIFY request for connection to Db2 was rejected. Db2 had been  started in light mode. Only connection
names that have indoubt units of  recovery that need to be resolved
with this Db2 member are permitted
access.
"," The connection request is not processed.
",,,
00F300A3,"While executing in the PSW key of the caller, an abend occurred during an attempt to access the accounting-string parameter that was provided by the caller. This is probably the result of a logic error in the requesting program.
","The SIGNON request is not processed.
",,,"The reason code is placed in register 15 prior to any access to
caller-provided information. 
"
00F300A4," The application program issued a CALL DSNRLI with
function SIGNON, AUTH SIGNON, or CONTEXT SIGNON with a accounting-string
 parameter that is not supported on this version of Db2.
",,,,
00F300A5,"The USER authorization ID is not defined in this trusted context context name.
","The SIGNON request is not processed.
",,,
00F300A6,"While executing in the PSW key of the caller, an abend occurred during an attempt to access the trusted user parameter that was provided by the caller. This is probably the result of a logic error in the requesting program.
","The SIGNON request is not processed.
",,,"The reason code is placed in register 15 prior to any access to
caller-provided information. 
"
00F300A7,"A trusted context is referenced by this SET_TRUSTED
or SWITCH_USER call, but it is not defined. 
","The SET_TRUSTED or SWITCH_USER request is not
processed. 
",,,
00F300A8,"An abend occurred during an attempt to access the
caller-provided password parameter while executing in the PSW key
of the caller. This problem is probably the result of a logic error
in the requesting program. 
","The SWITCH_USER request is not processed. 
",,,"If necessary, add a SYSDUMP or SYSABEND
DD statement to your execution JCL, and run the job again. Then review
the dump to determine the reason for the problem.
"
00F300A9,"An abend occurred during an attempt to access the
caller-provided location parameter while executing in the PSW key
of the caller. This problem is probably the result of a logic error
in the requesting program. 
","The SWITCH_USER request is not processed. 
",,,"If necessary, add a SYSDUMP or SYSABEND
DD statement to your execution JCL, and run the job again. Then review
the dump to determine the reason for the problem.
"
00F300AA,"An abend occurred during an attempt to access the
caller-provided registry parameter while executing in the PSW key
of the caller. This problem is probably the result of a logic error
in the requesting program. 
","The SWITCH_USER request is not processed. 
",,,"If necessary, add a SYSDUMP or SYSABEND
DD statement to your execution JCL, and run the job again. Then review
the dump to determine the reason for the problem.
"
00F300AB,"An abend occurred during an attempt to access the
caller-provided original authorization ID parameter while executing
in the PSW key of the caller. This problem is probably the result
of a logic error in the requesting program. 
","The SWITCH_USER request is not processed. 
",,,"If necessary, add a SYSDUMP or SYSABEND
DD statement to your execution JCL, and run the job again. Then review
the dump to determine the reason for the problem.
"
00F300AC,"An abend occurred during an attempt to access the
caller-provided security token parameter while executing in the PSW
key of the caller. This problem is probably the result of a logic
error in the requesting program. 
","The SWITCH_USER request is not processed. 
",,,"If necessary, add a SYSDUMP or SYSABEND
DD statement to your execution JCL, and run the job again. Then review
the dump to determine the reason for the problem.
"
00F300AD,"The location that is specified by this SET_TRUSTED
call is not the current location. This is probably the result of a
logic error in the requesting program. 
","The SET_TRUSTED request is not processed. 
",,,
00F300AE,"A primary authorization ID is specified by this
SWITCH_USER call, but it is not defined in this trusted context
","The SWITCH_USER request is not processed.
",,,
00F300B0,"The requestor's authorization ID has exceeded the maximum number of concurrent sessions allowed.
","The connection request is not processed.
",,"Determine the value of the USER.CSDATA.DSNMUCTL defined for the primary authorization ID in RACF and determine if that value needs to be updated. 
","Db2 11 for z/OS in a Common Criteria environment
(DSN6SPRM COMCRIT= YES) restricts the number of concurrent threads for a primary authorization ID
based upon the custom field USER.CSDATA.DSNMUCTL. 
"
00F30101," The parameter contained in the IEFSSNxx member
used to initialize Db2 (and
other subsystems) is in error. Refer to message DSN3101I for details.
",,," See message DSN3101I.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30102," The parameter contained in the IEFSSNxx member
used to initialize Db2 (and
other subsystems) is in error. The Db2 subsystem
recognition character must be not be blank. For details, see message
DSN3102I.
",,," See message DSN3102I.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30103," The parameter contained in the IEFSSNxx member
used to initialize Db2 (and
other subsystems) is in error and/or the named module is not resident
in a library available during IPL. Refer to message DSN3103I for details.
",,," See message DSN3103I.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30104," Module DSN3UR00 was unable to obtain the Db2 subsystem affinity table index
for the named subsystem. MVS did
not recognize the named subsystem. Refer to message DSN3109I for details.
",,," See message DSN3109I.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30105," Module DSN3UR00 was unable to load Early module 'DSN3EPX'.
Either there was an I/O error, or the named module is not resident in a library
available during IPL. Refer to message DSN3105I for details.
",,," See message DSN3105I. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30106," A global transaction identifier from RRS could
not be extracted for a SIGNON request. The SIGNON request was for
a thread that indicated it was part of a global transaction, and that
RRS was to provide the global transaction id.
"," The application is abended.
"," Collect the SYS1.LOGREC and SVCDUMP, and
notify the system programmer.
"," This is probably
either an error in Db2 or in
RRS. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data. If
RRS has terminated, restart RRS.
"," Examine the SVCDUMP to determine the
cause of the RRS failure. Register zero contains the return code from
the RRS ATRRWID request.
"
00F30107,"An abnormal termination occurred during an attempt to access the caller-provided
xid parameter while executing in the PSW key of the caller. This is probably
the result of a logic error in the requesting program.
","The SIGNON request is not processed.
",,,"The reason code is placed in register 15 prior to any access to caller-provided
information.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30111," The Db2 program
which establishes Db2 as an MVS subsystem during Master Scheduler
initialization has determined that either its own load module or a
load module loaded by it does not have the attributes AMODE(31) and
RMODE(ANY). Message DSN3111I was issued just prior to the abend. 
This message contains the name of the load module in error.
"," Db2 subsystem
initialization is terminated.
",," See message DSN3111I.
",
00F30112," Db2 is unable
to register the installation-specified command prefix with MVS.  The command prefix is specified
in the subsystem definition parameter.  The subsystem specified by ssnm in
message DSN3112I is not available.
",,," See message DSN3112I.
",
00F30113," Db2 detected
an error in the subsystem definition parameter, which is obtained
from the IEFSSNxx member of SYS1.PARMLIB.  The subsystem specified
by ssnm in message DSN3113I is not available. 
",,," See message DSN3113I. 
",
00F30114," Db2 group
attach is not supported on this release of MVS.  Db2 found
an installation-specified group attach name specified in the subsystem
definition parameter, IEFSSNxx, but Db2 group
attach is not supported on this release of MVS. The Db2 group attach feature requires MVS/ESA SP4.2.2
or higher.
"," The Db2 subsystem
is not available.
"," Notify the system programmer.
"," Correct the subsystem definition
parameter to not specify a group attach name and re-IPL.
"," Diagnostic information is recorded in
SYS1.LOGREC, and a Db2 dump
is requested.
Collect the following diagnostic items:  CONSOLE
LOG, SVCDUMP, and LOGREC. 
"
00F30115," Db2 received
a nonzero return code from the MVS Name/Token
service IEANTCR when Db2 attempted
to register the group attach name.  The group attach name is specified
in the subsystem definition parameter, IEFSSNxx.  The Db2 subsystem is unavailable.
"," The Db2 subsystem
is not available.
"," Notify the system programmer.
"," Contact IBM Support.
"," Diagnostic information is recorded in
SYS1.LOGREC, and a Db2 dump
is requested.  Register 3 contains the return code, in hexadecimal,
that was returned to Db2 from MVS IEANTCR Name/Token services.
Collect
the following diagnostic items: CONSOLE, SVCDUMP, LOGREC. 
"
00F30116," The version of the Db2 early
code module that you are attempting to use is not compatible with
this version of MVS.  This version
of Db2 requires MVS/ESA.
"," The Db2 subsystem
is not available.
"," Notify the system programmer.
"," The version of the Db2 early code that was loaded from the LINKLIST
library is not compatible with the release of MVS that you are using. Change the concatenation
order of the LINKLIST library so that a compatible release of Db2 early code is used.
"," Diagnostic information is recorded in
SYS1.LOGREC and a Db2 dump is
requested.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
SVC dump (or system dump), taken to SYS1.DUMPxx
data set, as result of an operator-initiated dump command or SLIP
trap exit.
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30120," An error occurred when Db2 invoked the Security Authorization Facility
R_ticketserv callable service. Db2 attempted
to use this callable service to validate a Kerberos ticket received
from a remote client. Db2 generated
this reason code in conjunction with message DSN3581I.
"," Authentification fails.
"," Notify the system programmer.
"," See message DSN3581I for more information.
",
00F30121," A Db2 internal
error occurred when Db2 invoked
the Security Authentification Facility R_ticketserv callable service. Db2 attempted to use this callable
service to validate a Kerberos ticket received from a remote client.
This reason code is generated in conjunction with message DSN3581I.
"," Authentification fails. A dump should be taken
for problem analysis.
"," Notify the system programmer.
"," See message DSN3581I for more information. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30122," An error occurred when Db2 invoked the Security Authorization Facility
R_usermap callable service. Db2 attempted
to use this callable service to determine the user ID associated with
the principal name received via a Kerberos ticket that was received
from a remote client. This reason code is generated in conjunction
with message DSN3581I.
"," Authentication fails.
"," Notify the system programmer.
"," See message DSN3581I for more information.
",
00F30123," A Db2 internal
error occurred when Db2 invoked
the Security Authorization Facility R_usermap callable service. Db2 attempted to use this callable
service to validate a Kerberos ticket received from a remote client.
This reason code is generated in conjunction with message DSN3581I.
"," Authentication fails. A dump should be taken
for problem analysis.
"," Notify the system programmer.
"," See message DSN3581I for more information. If you suspect an error in Db2, you might need to report the problem. For information about identifying and reporting the
problem, see Collecting diagnostic data.
"," Collect the diagnostic items described
inConsole output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
00F30203," This reason code is returned when a Db2 program attempts to either activate an already
active SSI function code or deactivate an already inactive SSI function
code.
This reason code is not normally visible to users or
operators, but may appear in Db2 traces.
",,,,
00F30210,"One of these conditions exists: 
Module DSN3RS0X received a nonzero return code from ENQ (exclusive).
Module DSN3ENQ0 received a nonzero return code from ENQ (shared) and the
indication was other than 'the task already has the resource enqueued'.

 This is a serious error.
","The caller is abended.
","Notify the system programmer.
","To determine the error return from the ENQ SVC, examine the SVC dump.
","An SVC dump and associated SYS1.LOGREC entries are produced. Register 2
at the time of the abend contains the value passed back by ENQ in register
15. This can be used to locate the response area.
Collect the following diagnostic items:Console output from the system on which the job was run, and a listing of the
SYSLOG data set for the period of time that spans the failure. 
Dynamic dump, taken to SYS1.DUMPxx data set, by Db2 (04E
and 04F abends).
Listing of SYS1.LOGREC data set, obtained by executing
IFCEREP1. 


"
